Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00011217,2021-01-08,2021-01-23,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011229,2021-01-11,2021-01-26,173553.7200,0.0000,210000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,11880.0000,0.0000,14374.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011231,2021-01-11,2021-01-26,13500.0000,0.0000,16335.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011235,2021-01-11,2021-01-26,138842.9800,0.0000,168000.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011244,2021-01-13,2021-01-28,41900.8300,0.0000,50700.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011260,2021-01-14,2021-01-29,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011260,2021-01-14,2021-01-29,11880.0000,0.0000,14374.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011260,2021-01-14,2021-01-29,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011260,2021-01-14,2021-01-29,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011260,2021-01-14,2021-01-29,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011260,2021-01-14,2021-01-29,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011278,2021-01-18,2021-02-02,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011278,2021-01-18,2021-02-02,11000.0000,0.0000,13310.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011278,2021-01-18,2021-02-02,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011278,2021-01-18,2021-02-02,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011278,2021-01-18,2021-02-02,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011278,2021-01-18,2021-02-02,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011284,2021-01-18,2021-02-02,175619.8400,0.0000,212500.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011286,2021-01-18,2021-02-02,75000.0000,0.0000,90750.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011286,2021-01-18,2021-02-02,45120.0000,0.0000,54595.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011286,2021-01-18,2021-02-02,21600.0000,0.0000,26136.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011286,2021-01-18,2021-02-02,8400.0000,0.0000,10164.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011286,2021-01-18,2021-02-02,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011286,2021-01-18,2021-02-02,18000.0000,0.0000,21780.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011295,2021-01-19,2021-02-03,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011295,2021-01-19,2021-02-03,4950.0000,0.0000,5989.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011295,2021-01-19,2021-02-03,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011295,2021-01-19,2021-02-03,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011295,2021-01-19,2021-02-03,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011295,2021-01-19,2021-02-03,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011306,2021-01-20,2021-02-04,84545.4600,0.0000,102300.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011314,2021-01-21,2021-02-05,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011314,2021-01-21,2021-02-05,5280.0000,0.0000,6388.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011314,2021-01-21,2021-02-05,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011314,2021-01-21,2021-02-05,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011314,2021-01-21,2021-02-05,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011314,2021-01-21,2021-02-05,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011315,2021-01-21,2021-02-05,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011315,2021-01-21,2021-02-05,3630.0000,0.0000,4392.300000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011315,2021-01-21,2021-02-05,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011315,2021-01-21,2021-02-05,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011315,2021-01-21,2021-02-05,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011315,2021-01-21,2021-02-05,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011316,2021-01-21,2021-02-05,21375.0000,0.0000,25863.750000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011322,2021-01-25,2021-02-09,85041.3200,0.0000,102900.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011348,2021-01-27,2021-02-11,143636.3600,0.0000,173800.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011355,2021-01-28,2021-02-12,142148.7600,0.0000,172000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,6600.0000,0.0000,7986.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,5800.0000,0.0000,7018.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,8000.0000,0.0000,9680.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011380,2021-02-01,2021-02-16,3000.0000,0.0000,3630.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,32500.0000,0.0000,39325.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,35500.0000,0.0000,42955.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,9240.0000,0.0000,11180.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,10800.0000,0.0000,13068.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,1800.0000,0.0000,2178.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00011381,2021-02-01,2021-02-16,5600.0000,0.0000,6776.000000000,LIFT VAN INT. CO S.A                                                            
