Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00021908,2024-05-10,2024-05-25,64376.0000,0.0000,77894.960000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021908,2024-05-10,2024-05-25,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021908,2024-05-10,2024-05-25,528800.0000,0.0000,639848.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021908,2024-05-10,2024-05-25,108180.0000,0.0000,130897.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021908,2024-05-10,2024-05-25,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021908,2024-05-10,2024-05-25,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021908,2024-05-10,2024-05-25,196667.0000,0.0000,237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,294293.0000,0.0000,356094.530000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,236707.0000,0.0000,286415.470000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,68760.0000,0.0000,83199.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,108120.0000,0.0000,130825.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,95505.0000,0.0000,115561.050000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,430000.0000,0.0000,520300.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021909,2024-05-10,2024-05-25,177995.8700,0.0000,215375.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001757,2024-05-10,2024-05-10,-177995.8700,0.0000,-215375.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021910,2024-05-10,2024-05-25,157050.0000,0.0000,190030.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021910,2024-05-10,2024-05-25,140072.0000,0.0000,169487.120000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021910,2024-05-10,2024-05-25,127340.0000,0.0000,154081.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021910,2024-05-10,2024-05-25,61120.0000,0.0000,73955.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021910,2024-05-10,2024-05-25,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021910,2024-05-10,2024-05-25,127340.0000,0.0000,154081.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,198080.0000,0.0000,239676.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,108180.0000,0.0000,130897.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021911,2024-05-10,2024-05-25,159175.0000,0.0000,192601.750000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,401004.0000,0.0000,485214.840000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,108180.0000,0.0000,130897.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021912,2024-05-10,2024-05-25,63670.0000,0.0000,77040.700000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021917,2024-05-13,2024-05-28,875573.5500,0.0000,1059444.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,445680.0000,0.0000,539272.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,108360.0000,0.0000,131115.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,254680.0000,0.0000,308162.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021926,2024-05-13,2024-05-28,264876.0300,0.0000,320500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001758,2024-05-13,2024-05-13,-264876.0300,0.0000,-320500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021951,2024-05-15,2024-05-30,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021951,2024-05-15,2024-05-30,306704.0000,0.0000,371111.840000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021951,2024-05-15,2024-05-30,108480.0000,0.0000,131260.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021951,2024-05-15,2024-05-30,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021951,2024-05-15,2024-05-30,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021951,2024-05-15,2024-05-30,196667.0000,0.0000,237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021952,2024-05-15,2024-05-30,731152.8900,0.0000,884695.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,458060.0000,0.0000,554252.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,108660.0000,0.0000,131478.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00021973,2024-05-17,2024-06-01,318350.0000,0.0000,385203.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-314985.0000,0.0000,-381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-338153.0000,0.0000,-409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-458060.0000,0.0000,-554252.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-108660.0000,0.0000,-131478.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-36787.0000,0.0000,-44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-24371.0000,0.0000,-29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-103285.0000,0.0000,-124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001763,2024-05-17,2024-05-17,-318350.0000,0.0000,-385203.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,294293.0000,0.0000,356094.530000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,236707.0000,0.0000,286415.470000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,173815.2000,0.0000,210316.390000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,108960.0000,0.0000,131841.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,82771.0000,0.0000,100152.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,291007.2500,0.0000,352118.770000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,120530.0000,0.0000,145841.300000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022002,2024-05-21,2024-06-05,62174.8500,0.0000,75231.570000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001764,2024-05-21,2024-05-21,-100000.0000,0.0000,-121000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001764,2024-05-21,2024-05-21,-120530.0000,0.0000,-145841.300000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001764,2024-05-21,2024-05-21,-62174.8500,0.0000,-75231.570000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022011,2024-05-22,2024-06-06,1469421.4900,0.0000,1778000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022049,2024-05-23,2024-06-07,588115.0400,0.0000,711619.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022050,2024-05-23,2024-06-07,588115.0400,0.0000,711619.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022051,2024-05-23,2024-06-07,1470330.5800,0.0000,1779100.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001766,2024-05-24,2024-05-24,-588115.0400,0.0000,-711619.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022054,2024-05-24,2024-06-08,1839256.2000,0.0000,2225500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022071,2024-05-24,2024-06-08,581461.8200,0.0000,703568.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022071,2024-05-24,2024-06-08,518224.0000,0.0000,627051.040000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022071,2024-05-24,2024-06-08,109040.0000,0.0000,131938.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022071,2024-05-24,2024-06-08,203263.8200,0.0000,245949.220000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022071,2024-05-24,2024-06-08,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022071,2024-05-24,2024-06-08,429620.6400,0.0000,519840.970000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022072,2024-05-24,2024-06-08,1471074.3800,0.0000,1780000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,167125.0000,0.0000,202221.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,110200.0000,0.0000,133342.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,196667.0000,0.0000,237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,222845.0000,0.0000,269642.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,64376.0000,0.0000,77894.960000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,297530.0000,0.0000,360011.300000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022074,2024-05-24,2024-06-08,70238.6000,0.0000,84988.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001769,2024-05-24,2024-05-24,-297530.0000,0.0000,-360011.300000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001769,2024-05-24,2024-05-24,-70238.6000,0.0000,-84988.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001770,2024-05-24,2024-05-24,-1471074.3800,0.0000,-1780000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001771,2024-05-24,2024-05-24,-665907.2700,0.0000,-805747.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022081,2024-05-27,2024-06-11,589090.9100,0.0000,712800.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,185079.0000,0.0000,223945.590000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,109140.0000,0.0000,132059.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022097,2024-05-27,2024-06-11,324717.0000,0.0000,392907.570000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022108,2024-05-29,2024-06-13,886046.2800,0.0000,1072116.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022123,2024-05-30,2024-06-14,1477685.9500,0.0000,1788000.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,456822.0000,0.0000,552754.620000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,109650.0000,0.0000,132676.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022128,2024-05-31,2024-06-15,261047.0000,0.0000,315866.870000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022130,2024-05-31,2024-06-15,738842.9800,0.0000,894000.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022131,2024-05-31,2024-06-15,1477659.5000,0.0000,1787968.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022132,2024-06-03,2024-06-18,888595.0400,0.0000,1075200.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,294293.0000,0.0000,356094.530000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,236707.0000,0.0000,286415.470000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,87669.0000,0.0000,106079.490000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,109920.0000,0.0000,133003.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,196667.0000,0.0000,237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,108239.0000,0.0000,130969.190000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022140,2024-06-03,2024-06-18,254545.4500,0.0000,307999.990000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001773,2024-06-03,2024-06-03,-254545.4500,0.0000,-307999.990000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022143,2024-06-04,2024-06-19,89916.0000,0.0000,108798.360000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022143,2024-06-04,2024-06-19,190670.7900,0.0000,230711.660000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001774,2024-06-04,2024-06-04,-89916.0000,0.0000,-108798.360000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001774,2024-06-04,2024-06-04,-190670.7900,0.0000,-230711.660000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022144,2024-06-04,2024-06-19,290240.5000,0.0000,351191.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022144,2024-06-04,2024-06-19,190919.0000,0.0000,231011.990000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001775,2024-06-04,2024-06-04,-290240.5000,0.0000,-351191.010000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001775,2024-06-04,2024-06-04,-190919.0000,0.0000,-231011.990000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022161,2024-06-05,2024-06-20,593057.8500,0.0000,717600.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,353151.0000,0.0000,427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,284049.0000,0.0000,343699.290000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,377982.0000,0.0000,457358.220000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,405784.0000,0.0000,490998.640000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,898490.8800,0.0000,1087173.960000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,220320.0000,0.0000,266587.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,58490.0000,0.0000,70772.900000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,88288.0000,0.0000,106828.480000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,481320.0000,0.0000,582397.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022164,2024-06-06,2024-06-21,247884.0000,0.0000,299939.640000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022202,2024-06-11,2024-06-26,745867.7700,0.0000,902500.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,294293.0000,0.0000,356094.530000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,236707.0000,0.0000,286415.470000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,91680.0000,0.0000,110932.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,110340.0000,0.0000,133511.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,103285.0000,0.0000,124974.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,101872.0000,0.0000,123265.120000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022205,2024-06-11,2024-06-26,420000.0000,0.0000,508200.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-314985.0000,0.0000,-381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-338153.0000,0.0000,-409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-167125.0000,0.0000,-202221.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-110200.0000,0.0000,-133342.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-36787.0000,0.0000,-44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-24371.0000,0.0000,-29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-196667.0000,0.0000,-237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-222845.0000,0.0000,-269642.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001778,2024-06-11,2024-06-11,-64376.0000,0.0000,-77894.960000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,167125.0000,0.0000,202221.250000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,110340.0000,0.0000,133511.400000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,196667.0000,0.0000,237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,222845.0000,0.0000,269642.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,64376.0000,0.0000,77894.960000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,261898.8900,0.0000,316897.660000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022206,2024-06-11,2024-06-26,289754.0000,0.0000,350602.340000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001779,2024-06-11,2024-06-11,-261898.8900,0.0000,-316897.660000000,LIFT VAN INT. CO S.A                                                            
A 0003-00001779,2024-06-11,2024-06-11,-289754.0000,0.0000,-350602.340000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022207,2024-06-11,2024-06-26,353151.0000,0.0000,427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022207,2024-06-11,2024-06-26,158912.0000,0.0000,192283.520000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022207,2024-06-11,2024-06-26,110280.0000,0.0000,133438.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022207,2024-06-11,2024-06-26,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022207,2024-06-11,2024-06-26,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022207,2024-06-11,2024-06-26,79459.0000,0.0000,96145.390000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,314985.0000,0.0000,381131.850000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,338153.0000,0.0000,409165.130000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,110460.0000,0.0000,133656.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,36787.0000,0.0000,44512.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,24371.0000,0.0000,29488.910000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,222706.0000,0.0000,269474.260000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,337451.0000,0.0000,408315.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022209,2024-06-12,2024-06-27,196667.0000,0.0000,237967.070000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022212,2024-06-13,2024-06-28,1863595.0400,0.0000,2254950.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022213,2024-06-13,2024-06-28,894525.6200,0.0000,1082376.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,377982.0000,0.0000,457358.220000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,405784.0000,0.0000,490998.640000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,395169.6000,0.0000,478155.220000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,110580.0000,0.0000,133801.800000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,44144.0000,0.0000,53414.240000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,29245.0000,0.0000,35386.450000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,235999.0000,0.0000,285558.790000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,290320.0000,0.0000,351287.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,272000.0000,0.0000,329120.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022230,2024-06-13,2024-06-28,916834.0000,0.0000,1109369.140000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,353151.0000,0.0000,427312.710000000,LIFT VAN INT. CO S.A                                                            
A 0003-00022251,2024-06-18,2024-07-03,284049.0000,0.0000,343699.290000000,LIFT VAN INT. CO S.A                                                            
